dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
javax.annotation:javax.annotation-api,org.hibernate:hibernate-validator,19,185,107,0.1,0.18,0.18
org.eclipse.jetty:jetty-webapp,org.mockito:mockito-all,28,121,278,0.23,0.1,0.23
org.apache.zookeeper:zookeeper,org.springframework:spring-webmvc,33,152,190,0.22,0.17,0.22
commons-configuration:commons-configuration,org.hamcrest:hamcrest-library,7,114,171,0.06,0.04,0.06
org.hamcrest:hamcrest-all,org.mybatis.spring.boot:mybatis-spring-boot-starter,1,177,118,0.01,0.01,0.01
com.fasterxml.jackson.core:jackson-databind,org.apache.httpcomponents:httpmime,55,616,103,0.09,0.53,0.53
javax.servlet:javax.servlet-api,org.hamcrest:hamcrest,29,368,114,0.08,0.25,0.25
org.apache.maven.plugin-tools:maven-plugin-annotations,org.codehaus.jackson:jackson-mapper-asl,12,160,111,0.08,0.11,0.11
org.apache.ant:ant,org.apache.commons:commons-text,9,105,136,0.09,0.07,0.09
org.apache.ant:ant,org.hamcrest:hamcrest-core,19,105,159,0.18,0.12,0.18
com.google.protobuf:protobuf-java,org.apache.commons:commons-compress,46,191,169,0.24,0.27,0.27
com.google.inject:guice,org.junit.jupiter:junit-jupiter-api,16,141,203,0.11,0.08,0.11
junit:junit,org.apache.commons:commons-compress,119,1690,169,0.07,0.7,0.7
junit:junit,org.apache.zookeeper:zookeeper,114,1690,152,0.07,0.75,0.75
org.apache.logging.log4j:log4j-core,org.springframework:spring-beans,32,276,184,0.12,0.17,0.17
org.junit.jupiter:junit-jupiter-engine,org.testng:testng,25,246,209,0.1,0.12,0.12
org.apache.httpcomponents:httpcore,org.hamcrest:hamcrest-all,36,203,177,0.18,0.2,0.2
io.dropwizard.metrics:metrics-core,org.bouncycastle:bcpkix-jdk15on,17,113,115,0.15,0.15,0.15
org.hsqldb:hsqldb,org.springframework:spring-context,50,134,311,0.37,0.16,0.37
org.json:json,org.openjdk.jmh:jmh-generator-annprocess,10,182,138,0.05,0.07,0.07
org.assertj:assertj-core,org.springframework:spring-core,38,329,249,0.12,0.15,0.15
commons-fileupload:commons-fileupload,org.springframework:spring-context,69,181,311,0.38,0.22,0.38
commons-fileupload:commons-fileupload,commons-httpclient:commons-httpclient,34,181,105,0.19,0.32,0.32
org.apache.httpcomponents:httpclient,org.apache.maven:maven-core,45,502,136,0.09,0.33,0.33
com.h2database:h2,org.slf4j:slf4j-api,165,262,1022,0.63,0.16,0.63
log4j:log4j,org.apache.poi:poi,18,361,103,0.05,0.17,0.17
io.netty:netty-all,org.hamcrest:hamcrest,11,167,114,0.07,0.1,0.1
org.junit.jupiter:junit-jupiter-params,org.postgresql:postgresql,14,114,177,0.12,0.08,0.12
org.ow2.asm:asm,org.scala-lang:scala-library,18,132,131,0.14,0.14,0.14
com.alibaba:fastjson,org.freemarker:freemarker,17,253,106,0.07,0.16,0.16
commons-collections:commons-collections,org.junit.jupiter:junit-jupiter-api,23,214,203,0.11,0.11,0.11
org.codehaus.jackson:jackson-mapper-asl,org.codehaus.plexus:plexus-utils,10,111,106,0.09,0.09,0.09
org.codehaus.jackson:jackson-mapper-asl,org.mybatis.spring.boot:mybatis-spring-boot-starter,5,111,118,0.05,0.04,0.05
commons-logging:commons-logging,org.springframework:spring-test,62,287,248,0.22,0.25,0.25
org.apache.commons:commons-lang3,org.apache.poi:poi,51,742,103,0.07,0.5,0.5
com.google.code.findbugs:jsr305,org.apache.ant:ant,24,230,105,0.1,0.23,0.23
ch.qos.logback:logback-classic,commons-fileupload:commons-fileupload,41,523,181,0.08,0.23,0.23
ch.qos.logback:logback-classic,org.springframework:spring-context-support,46,523,112,0.09,0.41,0.41
commons-configuration:commons-configuration,org.aspectj:aspectjweaver,15,114,128,0.13,0.12,0.13
commons-configuration:commons-configuration,joda-time:joda-time,40,114,274,0.35,0.15,0.35
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpmime,17,105,103,0.16,0.17,0.17
commons-httpclient:commons-httpclient,org.junit.jupiter:junit-jupiter-api,10,105,203,0.1,0.05,0.1
org.apache.commons:commons-text,org.springframework:spring-context-support,15,136,112,0.11,0.13,0.13
org.apache.commons:commons-text,redis.clients:jedis,10,136,131,0.07,0.08,0.08
ch.qos.logback:logback-core,org.springframework:spring-context,49,165,311,0.3,0.16,0.3
org.postgresql:postgresql,org.slf4j:slf4j-log4j12,40,177,386,0.23,0.1,0.23
javax.validation:validation-api,org.javassist:javassist,39,138,157,0.28,0.25,0.28
commons-beanutils:commons-beanutils,org.junit.jupiter:junit-jupiter-engine,25,213,246,0.12,0.1,0.12
com.googlecode.json-simple:json-simple,org.aspectj:aspectjweaver,7,119,128,0.06,0.05,0.06
com.googlecode.json-simple:json-simple,org.testng:testng,16,119,209,0.13,0.08,0.13
junit:junit,org.postgresql:postgresql,130,1690,177,0.08,0.73,0.73
org.apache.logging.log4j:log4j-core,org.hamcrest:hamcrest-core,24,276,159,0.09,0.15,0.15
mysql:mysql-connector-java,org.testng:testng,35,406,209,0.09,0.17,0.17
com.google.code.gson:gson,org.projectlombok:lombok,96,473,338,0.2,0.28,0.28
com.google.code.gson:gson,org.hamcrest:hamcrest-library,47,473,171,0.1,0.27,0.27
com.google.code.gson:gson,org.springframework:spring-core,70,473,249,0.15,0.28,0.28
io.dropwizard.metrics:metrics-core,javax.servlet:servlet-api,13,113,196,0.12,0.07,0.12
org.apache.maven:maven-core,org.aspectj:aspectjweaver,10,136,128,0.07,0.08,0.08
org.apache.maven:maven-core,org.hamcrest:hamcrest-all,13,136,177,0.1,0.07,0.1
org.springframework:spring-test,org.springframework:spring-tx,87,248,117,0.35,0.74,0.74
org.projectlombok:lombok,org.springframework:spring-tx,26,338,117,0.08,0.22,0.22
org.eclipse.jetty:jetty-server,org.hamcrest:hamcrest-library,28,197,171,0.14,0.16,0.16
javax.servlet:servlet-api,org.apache.kafka:kafka-clients,9,196,117,0.05,0.08,0.08
org.apache.commons:commons-collections4,org.apache.poi:poi-ooxml,24,154,106,0.16,0.23,0.23
org.apache.commons:commons-collections4,org.hamcrest:hamcrest-core,23,154,159,0.15,0.14,0.15
org.apache.commons:commons-collections4,org.hamcrest:hamcrest,14,154,114,0.09,0.12,0.12
commons-io:commons-io,org.glassfish.jaxb:jaxb-runtime,63,785,108,0.08,0.58,0.58
org.javassist:javassist,org.junit.jupiter:junit-jupiter-params,16,157,114,0.1,0.14,0.14
org.hibernate:hibernate-validator,org.slf4j:jcl-over-slf4j,29,107,220,0.27,0.13,0.27
com.google.code.findbugs:jsr305,javax.inject:javax.inject,34,230,126,0.15,0.27,0.27
ch.qos.logback:logback-classic,org.mockito:mockito-all,67,523,278,0.13,0.24,0.24
javax.ws.rs:javax.ws.rs-api,org.junit.jupiter:junit-jupiter-api,19,113,203,0.17,0.09,0.17
org.mockito:mockito-core,org.springframework:spring-tx,44,678,117,0.06,0.38,0.38
org.springframework:spring-beans,org.springframework:spring-jdbc,85,184,152,0.46,0.56,0.56
com.fasterxml.jackson.core:jackson-annotations,commons-codec:commons-codec,151,319,444,0.47,0.34,0.47
javax.servlet:javax.servlet-api,org.apache.zookeeper:zookeeper,52,368,152,0.14,0.34,0.34
javax.validation:validation-api,org.apache.commons:commons-collections4,26,138,154,0.19,0.17,0.19
javax.inject:javax.inject,org.apache.maven:maven-core,14,126,136,0.11,0.1,0.11
org.apache.ant:ant,org.apache.poi:poi-ooxml,5,105,106,0.05,0.05,0.05
com.fasterxml.jackson.core:jackson-core,org.apache.httpcomponents:httpcore,104,389,203,0.27,0.51,0.51
com.fasterxml.jackson.core:jackson-core,net.java.dev.jna:jna,33,389,123,0.08,0.27,0.27
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-compress,18,113,169,0.16,0.11,0.16
com.google.protobuf:protobuf-java,io.netty:netty-all,52,191,167,0.27,0.31,0.31
org.bouncycastle:bcpkix-jdk15on,org.yaml:snakeyaml,26,115,196,0.23,0.13,0.23
commons-codec:commons-codec,org.apache.poi:poi,40,444,103,0.09,0.39,0.39
junit:junit,org.codehaus.plexus:plexus-utils,90,1690,106,0.05,0.85,0.85
junit:junit,org.hamcrest:hamcrest-core,121,1690,159,0.07,0.76,0.76
junit:junit,mysql:mysql-connector-java,283,1690,406,0.17,0.7,0.7
org.apache.hadoop:hadoop-common,org.springframework:spring-aop,10,107,133,0.09,0.08,0.09
net.java.dev.jna:jna,org.apache.ant:ant,11,123,105,0.09,0.1,0.1
com.alibaba:druid,org.springframework:spring-aop,14,109,133,0.13,0.11,0.13
org.slf4j:slf4j-api,org.springframework:spring-jdbc,106,1022,152,0.1,0.7,0.7
javax.xml.bind:jaxb-api,org.apache.commons:commons-lang3,123,217,742,0.57,0.17,0.57
org.hsqldb:hsqldb,org.springframework:spring-aop,27,134,133,0.2,0.2,0.2
org.json:json,org.springframework:spring-context,43,182,311,0.24,0.14,0.24
commons-fileupload:commons-fileupload,redis.clients:jedis,21,181,131,0.12,0.16,0.16
org.apache.poi:poi-ooxml,org.easymock:easymock,7,106,136,0.07,0.05,0.07
org.apache.logging.log4j:log4j-api,org.junit.jupiter:junit-jupiter-params,21,228,114,0.09,0.18,0.18
org.apache.commons:commons-compress,org.apache.poi:poi-ooxml,20,169,106,0.12,0.19,0.19
commons-cli:commons-cli,org.yaml:snakeyaml,51,283,196,0.18,0.26,0.26
com.alibaba:fastjson,org.slf4j:slf4j-log4j12,47,253,386,0.19,0.12,0.19
com.alibaba:fastjson,com.google.code.gson:gson,50,253,473,0.2,0.11,0.2
org.hibernate:hibernate-validator,org.springframework.boot:spring-boot-starter-web,7,107,108,0.07,0.06,0.07
org.codehaus.jackson:jackson-mapper-asl,org.hamcrest:hamcrest-all,13,111,177,0.12,0.07,0.12
javax.mail:mail,javax.validation:validation-api,20,119,138,0.17,0.14,0.17
commons-logging:commons-logging,org.powermock:powermock-module-junit4,42,287,156,0.15,0.27,0.27
org.apache.commons:commons-lang3,org.apache.maven:maven-core,62,742,136,0.08,0.46,0.46
org.apache.zookeeper:zookeeper,org.springframework:spring-web,30,152,207,0.2,0.14,0.2
commons-configuration:commons-configuration,org.springframework:spring-core,20,114,249,0.18,0.08,0.18
javax.ws.rs:javax.ws.rs-api,org.slf4j:slf4j-log4j12,31,113,386,0.27,0.08,0.27
org.hamcrest:hamcrest-all,org.hamcrest:hamcrest-library,13,177,171,0.07,0.08,0.08
org.hamcrest:hamcrest-all,org.hamcrest:hamcrest-core,20,177,159,0.11,0.13,0.13
org.mockito:mockito-core,org.slf4j:slf4j-simple,111,678,291,0.16,0.38,0.38
org.apache.commons:commons-text,org.codehaus.jackson:jackson-mapper-asl,13,136,111,0.1,0.12,0.12
com.fasterxml.jackson.core:jackson-annotations,org.aspectj:aspectjweaver,35,319,128,0.11,0.27,0.27
javax.servlet:javax.servlet-api,org.hsqldb:hsqldb,51,368,134,0.14,0.38,0.38
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.poi:poi,7,160,103,0.04,0.07,0.07
org.apache.ant:ant,org.scala-lang:scala-library,11,105,131,0.1,0.08,0.1
org.apache.ant:ant,org.springframework:spring-core,21,105,249,0.2,0.08,0.2
org.apache.ant:ant,org.reflections:reflections,10,105,130,0.1,0.08,0.1
commons-beanutils:commons-beanutils,org.apache.poi:poi,32,213,103,0.15,0.31,0.31
org.scala-lang:scala-library,redis.clients:jedis,18,131,131,0.14,0.14,0.14
org.springframework:spring-core,org.springframework:spring-webmvc,122,249,190,0.49,0.64,0.64
com.google.protobuf:protobuf-java,org.apache.commons:commons-math3,28,191,140,0.15,0.2,0.2
com.google.protobuf:protobuf-java,org.springframework:spring-jdbc,14,191,152,0.07,0.09,0.09
commons-codec:commons-codec,javax.validation:validation-api,51,444,138,0.11,0.37,0.37
commons-codec:commons-codec,org.springframework:spring-web,87,444,207,0.2,0.42,0.42
mysql:mysql-connector-java,org.hamcrest:hamcrest-library,32,406,171,0.08,0.19,0.19
com.google.code.gson:gson,commons-fileupload:commons-fileupload,62,473,181,0.13,0.34,0.34
org.apache.httpcomponents:httpcore,org.bouncycastle:bcpkix-jdk15on,39,203,115,0.19,0.34,0.34
org.junit.jupiter:junit-jupiter,org.openjdk.jmh:jmh-generator-annprocess,16,110,138,0.15,0.12,0.15
net.java.dev.jna:jna,org.apache.maven:maven-plugin-api,13,123,193,0.11,0.07,0.11
com.alibaba:druid,org.apache.commons:commons-text,4,109,136,0.04,0.03,0.04
org.apache.maven:maven-plugin-api,org.springframework:spring-tx,13,193,117,0.07,0.11,0.11
io.springfox:springfox-swagger2,org.hibernate:hibernate-validator,12,108,107,0.11,0.11,0.11
org.bouncycastle:bcprov-jdk15on,org.eclipse.jetty:jetty-servlet,26,141,146,0.18,0.18,0.18
javax.xml.bind:jaxb-api,org.springframework:spring-context,54,217,311,0.25,0.17,0.25
com.h2database:h2,commons-configuration:commons-configuration,28,262,114,0.11,0.25,0.25
io.netty:netty-all,org.springframework:spring-beans,28,167,184,0.17,0.15,0.17
com.alibaba:fastjson,org.eclipse.jetty:jetty-servlet,12,253,146,0.05,0.08,0.08
javax.mail:mail,org.springframework:spring-core,42,119,249,0.35,0.17,0.35
javax.mail:mail,junit:junit,95,119,1690,0.8,0.06,0.8
org.apache.commons:commons-math3,org.springframework:spring-context-support,12,140,112,0.09,0.11,0.11
org.springframework:spring-tx,org.springframework:spring-web,78,117,207,0.67,0.38,0.67
commons-logging:commons-logging,org.slf4j:jcl-over-slf4j,61,287,220,0.21,0.28,0.28
commons-logging:commons-logging,org.apache.maven.plugin-tools:maven-plugin-annotations,34,287,160,0.12,0.21,0.21
org.awaitility:awaitility,org.hibernate:hibernate-core,10,114,139,0.09,0.07,0.09
com.google.code.findbugs:jsr305,org.apache.httpcomponents:httpcore,62,230,203,0.27,0.31,0.31
commons-configuration:commons-configuration,org.assertj:assertj-core,17,114,329,0.15,0.05,0.15
commons-configuration:commons-configuration,org.bouncycastle:bcpkix-jdk15on,9,114,115,0.08,0.08,0.08
javax.ws.rs:javax.ws.rs-api,org.hamcrest:hamcrest-library,15,113,171,0.13,0.09,0.13
org.hamcrest:hamcrest-all,org.openjdk.jmh:jmh-generator-annprocess,13,177,138,0.07,0.09,0.09
org.apache.commons:commons-text,org.eclipse.jetty:jetty-server,35,136,197,0.26,0.18,0.26
com.squareup.okhttp3:okhttp,org.slf4j:slf4j-simple,24,176,291,0.14,0.08,0.14
ch.qos.logback:logback-core,org.hsqldb:hsqldb,15,165,134,0.09,0.11,0.11
com.fasterxml.jackson.core:jackson-annotations,org.javassist:javassist,49,319,157,0.15,0.31,0.31
org.apache.maven.plugin-tools:maven-plugin-annotations,org.junit.jupiter:junit-jupiter-engine,26,160,246,0.16,0.11,0.16
org.codehaus.plexus:plexus-utils,org.quartz-scheduler:quartz,10,106,101,0.09,0.1,0.1
commons-beanutils:commons-beanutils,org.springframework:spring-beans,52,213,184,0.24,0.28,0.28
org.scala-lang:scala-library,org.slf4j:slf4j-api,83,131,1022,0.63,0.08,0.63
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-web,72,389,207,0.19,0.35,0.35
com.fasterxml.jackson.core:jackson-core,junit:junit,287,389,1690,0.74,0.17,0.74
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-text,18,113,136,0.16,0.13,0.16
com.google.protobuf:protobuf-java,org.slf4j:slf4j-simple,25,191,291,0.13,0.09,0.13
org.apache.logging.log4j:log4j-slf4j-impl,org.reflections:reflections,22,180,130,0.12,0.17,0.17
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.maven:maven-plugin-api,12,180,193,0.07,0.06,0.07
commons-codec:commons-codec,org.openjdk.jmh:jmh-generator-annprocess,29,444,138,0.07,0.21,0.21
junit:junit,org.glassfish.jaxb:jaxb-runtime,72,1690,108,0.04,0.67,0.67
junit:junit,org.apache.curator:curator-recipes,71,1690,105,0.04,0.68,0.68
commons-lang:commons-lang,org.awaitility:awaitility,23,338,114,0.07,0.2,0.2
org.reflections:reflections,org.slf4j:slf4j-simple,14,130,291,0.11,0.05,0.11
mysql:mysql-connector-java,org.springframework:spring-context,125,406,311,0.31,0.4,0.4
org.apache.httpcomponents:httpcore,org.hibernate:hibernate-validator,18,203,107,0.09,0.17,0.17
org.easymock:easymock,org.mockito:mockito-core,38,136,678,0.28,0.06,0.28
com.alibaba:druid,com.alibaba:fastjson,71,109,253,0.65,0.28,0.65
com.alibaba:druid,commons-lang:commons-lang,27,109,338,0.25,0.08,0.25
org.apache.maven:maven-plugin-api,org.jsoup:jsoup,19,193,180,0.1,0.11,0.11
org.apache.maven:maven-core,org.hamcrest:hamcrest-library,21,136,171,0.15,0.12,0.15
org.openjdk.jmh:jmh-generator-annprocess,org.springframework:spring-webmvc,10,138,190,0.07,0.05,0.07
commons-fileupload:commons-fileupload,org.springframework:spring-aop,43,181,133,0.24,0.32,0.32
javax.servlet:servlet-api,org.hibernate:hibernate-validator,29,196,107,0.15,0.27,0.27
javax.servlet:servlet-api,org.apache.poi:poi,16,196,103,0.08,0.16,0.16
com.h2database:h2,org.scala-lang:scala-library,29,262,131,0.11,0.22,0.22
log4j:log4j,org.apache.httpcomponents:httpclient,140,361,502,0.39,0.28,0.39
org.apache.logging.log4j:log4j-api,org.jsoup:jsoup,22,228,180,0.1,0.12,0.12
org.apache.commons:commons-compress,org.springframework:spring-aop,20,169,133,0.12,0.15,0.15
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.ant:ant,10,102,105,0.1,0.1,0.1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.logging.log4j:log4j-slf4j-impl,22,102,180,0.22,0.12,0.22
commons-cli:commons-cli,net.java.dev.jna:jna,30,283,123,0.11,0.24,0.24
com.alibaba:fastjson,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,8,253,102,0.03,0.08,0.08
com.alibaba:fastjson,javax.ws.rs:javax.ws.rs-api,8,253,113,0.03,0.07,0.07
com.alibaba:fastjson,javax.xml.bind:jaxb-api,12,253,217,0.05,0.06,0.06
org.hibernate:hibernate-validator,redis.clients:jedis,18,107,131,0.17,0.14,0.17
commons-collections:commons-collections,org.slf4j:jul-to-slf4j,30,214,111,0.14,0.27,0.27
org.codehaus.jackson:jackson-mapper-asl,org.junit.jupiter:junit-jupiter-api,8,111,203,0.07,0.04,0.07
org.apache.commons:commons-math3,org.freemarker:freemarker,8,140,106,0.06,0.08,0.08
org.eclipse.jetty:jetty-webapp,org.springframework.boot:spring-boot-starter-web,12,121,108,0.1,0.11,0.11
org.apache.zookeeper:zookeeper,org.glassfish.jaxb:jaxb-runtime,14,152,108,0.09,0.13,0.13
ch.qos.logback:logback-classic,org.eclipse.jetty:jetty-webapp,40,523,121,0.08,0.33,0.33
commons-httpclient:commons-httpclient,org.apache.poi:poi,15,105,103,0.14,0.15,0.15
com.fasterxml.jackson.core:jackson-databind,org.freemarker:freemarker,52,616,106,0.08,0.49,0.49
com.fasterxml.jackson.core:jackson-databind,org.testng:testng,72,616,209,0.12,0.34,0.34
org.apache.commons:commons-text,org.freemarker:freemarker,18,136,106,0.13,0.17,0.17
com.fasterxml.jackson.core:jackson-annotations,org.openjdk.jmh:jmh-generator-annprocess,31,319,138,0.1,0.22,0.22
org.apache.maven.plugin-tools:maven-plugin-annotations,org.junit.jupiter:junit-jupiter-api,23,160,203,0.14,0.11,0.14
javax.validation:validation-api,org.json:json,19,138,182,0.14,0.1,0.14
javax.validation:validation-api,org.junit.jupiter:junit-jupiter-params,17,138,114,0.12,0.15,0.15
org.apache.ant:ant,org.slf4j:slf4j-log4j12,27,105,386,0.26,0.07,0.26
commons-beanutils:commons-beanutils,javax.servlet:servlet-api,47,213,196,0.22,0.24,0.24
commons-beanutils:commons-beanutils,org.postgresql:postgresql,45,213,177,0.21,0.25,0.25
commons-beanutils:commons-beanutils,org.scala-lang:scala-library,29,213,131,0.14,0.22,0.22
org.junit.jupiter:junit-jupiter-api,org.springframework:spring-beans,16,203,184,0.08,0.09,0.09
org.mockito:mockito-all,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,278,118,0.01,0.02,0.02
commons-codec:commons-codec,org.springframework:spring-context,109,444,311,0.25,0.35,0.35
org.apache.logging.log4j:log4j-core,org.mybatis.spring.boot:mybatis-spring-boot-starter,16,276,118,0.06,0.14,0.14
commons-lang:commons-lang,org.powermock:powermock-module-junit4,56,338,156,0.17,0.36,0.36
commons-lang:commons-lang,org.apache.maven:maven-plugin-api,52,338,193,0.15,0.27,0.27
org.apache.httpcomponents:httpcore,org.bouncycastle:bcprov-jdk15on,44,203,141,0.22,0.31,0.31
org.apache.maven:maven-plugin-api,org.mockito:mockito-all,33,193,278,0.17,0.12,0.17
org.eclipse.jetty:jetty-server,org.springframework:spring-context,57,197,311,0.29,0.18,0.29
org.slf4j:jcl-over-slf4j,org.springframework:spring-test,71,220,248,0.32,0.29,0.32
org.apache.logging.log4j:log4j-api,org.eclipse.jetty:jetty-server,38,228,197,0.17,0.19,0.19
org.apache.logging.log4j:log4j-api,org.javassist:javassist,29,228,157,0.13,0.18,0.18
commons-io:commons-io,org.easymock:easymock,68,785,136,0.09,0.5,0.5
com.zaxxer:HikariCP,org.openjdk.jmh:jmh-generator-annprocess,15,106,138,0.14,0.11,0.14
org.javassist:javassist,org.springframework:spring-web,28,157,207,0.18,0.14,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-test,11,102,248,0.11,0.04,0.11
commons-cli:commons-cli,org.apache.commons:commons-compress,62,283,169,0.22,0.37,0.37
javax.annotation:javax.annotation-api,org.powermock:powermock-module-junit4,23,185,156,0.12,0.15,0.15
commons-logging:commons-logging,org.bouncycastle:bcpkix-jdk15on,30,287,115,0.1,0.26,0.26
org.hibernate:hibernate-core,org.mybatis.spring.boot:mybatis-spring-boot-starter,4,139,118,0.03,0.03,0.03
org.awaitility:awaitility,org.springframework:spring-jdbc,12,114,152,0.11,0.08,0.11
com.google.code.findbugs:jsr305,commons-fileupload:commons-fileupload,32,230,181,0.14,0.18,0.18
